"Institution ID","Institution","Game Date","Uniform Number","Last Name","First Name","Rushing","","","","","Passing","","","","","","Total Off.","","Receiving","","","Pass Int","","","Fumble Ret","","","Punting","","Punt Ret","","","KO Ret","","","Total TD","Off xpts","","","","Def xpts","","","","FG","","Saf","Points"
"","","","","","","Rushes","Gain","Loss","Net","TD","Att","Cmp","Int","Yards","TD","Conv","Plays","Yards","No.","Yards","TD","No.","Yards","TD","No.","Yards","TD","No.","Yards","No.","Yards","TD","No.","Yards","TD","","Kicks Att","Kicks Made","R/P Att","R/P Made","Kicks Att","Kicks Made","Int/Fum Att","Int/Fum Made","Att","Made"
"47","Ball St.","10/29/05","2","MOSS","TERRY","","","","","","","","","","","","0","0","5","52","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"47","Ball St.","11/05/05","2","MOSS","TERRY","","","","","","","","","","","","0","0","2","6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"47","Ball St.","11/12/05","2","MOSS","TERRY","","","","","","","","","","","","0","0","2","21","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"47","Ball St.","11/19/05","2","MOSS","TERRY","","","","","","","","","","","","0","0","3","37","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"47","Ball St.","10/08/05","4","PATRICK","RYAN","1","2","0","2","0","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"47","Ball St.","11/19/05","85","ROGERS","DEANDRIE","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","1","48","0","","","","","","","","","","","","","0"
"47","Ball St.","10/08/05","38","SALYER","BRAD","","","","","","","","","","","","0","0","4","21","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"47","Ball St.","10/22/05","38","SALYER","BRAD","","","","","","","","","","","","0","0","2","7","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"47","Ball St.","10/29/05","38","SALYER","BRAD","","","","","","","","","","","","0","0","1","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"47","Ball St.","11/05/05","38","SALYER","BRAD","","","","","","","","","","","","0","0","2","7","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"47","Ball St.","11/19/05","38","SALYER","BRAD","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","1","7","0","","","","","","","","","","","","","0"
"47","Ball St.","09/17/05","36","SIEMAN","JASON","1","14","0","14","0","","","","","","","1","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"47","Ball St.","10/01/05","36","SIEMAN","JASON","1","22","0","22","0","","","","","","","1","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"47","Ball St.","10/15/05","36","SIEMAN","JASON","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","1","17","0","","","","","","","","","","","","","0"
"47","Ball St.","11/19/05","36","SIEMAN","JASON","1","3","0","3","0","","","","","","","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"47","Ball St.","09/03/05","84","STEINHAUS","MICHAEL","","","","","","","","","","","","0","0","2","21","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"47","Ball St.","09/17/05","84","STEINHAUS","MICHAEL","","","","","","","","","","","","0","0","1","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"47","Ball St.","10/01/05","84","STEINHAUS","MICHAEL","","","","","","","","","","","","0","0","3","17","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"47","Ball St.","10/08/05","84","STEINHAUS","MICHAEL","","","","","","","","","","","","0","0","1","7","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"47","Ball St.","10/15/05","84","STEINHAUS","MICHAEL","","","","","","","","","","","","0","0","1","11","0","","","","","","","","","","","","1","8","0","","","","","","","","","","","","","0"
"47","Ball St.","10/22/05","84","STEINHAUS","MICHAEL","","","","","","","","","","","","0","0","2","15","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"47","Ball St.","11/05/05","84","STEINHAUS","MICHAEL","","","","","","","","","","","","0","0","1","6","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"47","Ball St.","09/03/05","15","STINSON","COLE","","","","","","1","0","0","0","0","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"47","Ball St.","09/17/05","15","STINSON","COLE","","","","","","1","0","1","0","0","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"47","Ball St.","09/03/05","16","SUESS","WARREN","","","","","","12","5","0","56","0","","12","56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"47","Ball St.","10/15/05","16","SUESS","WARREN","","","","","","1","1","0","11","0","","1","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"47","Ball St.","10/15/05","1","TAYLOR","JOSHUA","","","","","","","","","","","","0","0","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"47","Ball St.","09/17/05","32","WEDLOW","NICK","4","15","1","14","0","","","","","","","4","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"47","Ball St.","10/01/05","32","WEDLOW","NICK","7","10","7","3","0","","","","","","","7","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"47","Ball St.","09/10/05","18","WILLIAMSON","BRYAN","","","","","","","","","","","","0","0","1","9","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"47","Ball St.","09/17/05","18","WILLIAMSON","BRYAN","","","","","","","","","","","","0","0","2","15","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"47","Ball St.","09/10/05","24","WYNN","CHARLES","23","117","6","111","0","","","","","","","23","111","6","71","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"47","Ball St.","09/17/05","24","WYNN","CHARLES","8","21","6","15","0","1","0","0","0","0","","9","15","1","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"47","Ball St.","10/15/05","24","WYNN","CHARLES","22","93","0","93","0","","","","","","","22","93","2","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"47","Ball St.","10/22/05","24","WYNN","CHARLES","14","54","0","54","1","","","","","","","14","54","2","18","0","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"47","Ball St.","10/29/05","24","WYNN","CHARLES","22","122","0","122","1","","","","","","","22","122","6","33","0","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"47","Ball St.","11/05/05","24","WYNN","CHARLES","16","67","1","66","0","","","","","","","16","66","4","30","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"47","Ball St.","11/12/05","24","WYNN","CHARLES","4","13","19","-6","0","","","","","","","4","-6","3","25","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"47","Ball St.","11/19/05","24","WYNN","CHARLES","18","95","17","78","1","","","","","","","18","78","2","34","0","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"51","Baylor","10/01/05","80","ADAMS","JORDAN","","","","","","","","","","","","0","0","2","10","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/08/05","80","ADAMS","JORDAN","","","","","","","","","","","","0","0","2","39","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/19/05","34","ALLRED","COLIN","","","","","","","","","","","","0","0","","","","1","25","1","","","","","","","","","","","","1","","","","","","","","","","","","6"
"51","Baylor","09/03/05","18","ANDREWS","WILLIE","","","","","","","","","","","","0","0","","","","","","","","","","","","1","9","0","2","34","0","","","","","","","","","","","","","0"
"51","Baylor","09/10/05","18","ANDREWS","WILLIE","","","","","","","","","","","","0","0","","","","","","","","","","","","3","42","0","1","27","0","","","","","","","","","","","","","0"
"51","Baylor","09/17/05","18","ANDREWS","WILLIE","","","","","","","","","","","","0","0","","","","","","","","","","","","1","25","0","","","","","","","","","","","","","","","","0"
"51","Baylor","10/01/05","18","ANDREWS","WILLIE","","","","","","","","","","","","0","0","","","","","","","","","","","","5","32","0","","","","","","","","","","","","","","","","0"
"51","Baylor","10/08/05","18","ANDREWS","WILLIE","","","","","","","","","","","","0","0","","","","","","","","","","","","3","60","0","1","32","0","","","","","","","","","","","","","0"
"51","Baylor","10/15/05","18","ANDREWS","WILLIE","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","3","64","0","","","","","","","","","","","","","0"
"51","Baylor","10/22/05","18","ANDREWS","WILLIE","","","","","","","","","","","","0","0","","","","","","","","","","","","2","6","0","1","22","0","","","","","","","","","","","","","0"
"51","Baylor","10/29/05","18","ANDREWS","WILLIE","","","","","","","","","","","","0","0","","","","","","","","","","","","5","29","0","3","86","0","","","","","","","","","","","","","0"
"51","Baylor","11/12/05","18","ANDREWS","WILLIE","","","","","","","","","","","","0","0","","","","","","","","","","","","4","23","0","","","","","","","","","","","","","","","","0"
"51","Baylor","11/19/05","18","ANDREWS","WILLIE","","","","","","","","","","","","0","0","","","","","","","","","","","","3","48","0","","","","","","","","","","","","","","","","0"
"51","Baylor","10/01/05","6","ARLINE","ANTHONY","","","","","","","","","","","","0","0","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/15/05","6","ARLINE","ANTHONY","","","","","","","","","","","","0","0","","","","","","","1","2","0","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/22/05","6","ARLINE","ANTHONY","","","","","","","","","","","","0","0","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/29/05","6","ARLINE","ANTHONY","","","","","","","","","","","","0","0","","","","1","8","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","09/10/05","83","BAKER","MIKAIL","","","","","","","","","","","","0","0","1","49","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"51","Baylor","10/29/05","83","BAKER","MIKAIL","","","","","","","","","","","","0","0","3","31","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/05/05","83","BAKER","MIKAIL","","","","","","","","","","","","0","0","1","6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/12/05","83","BAKER","MIKAIL","","","","","","","","","","","","0","0","1","11","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/19/05","83","BAKER","MIKAIL","","","","","","","","","","","","0","0","2","61","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","09/03/05","11","BELL","SHAWN","2","3","10","-7","0","40","23","2","198","0","1","42","191","","","","","","","","","","1","39","","","","","","","","","","1","1","","","","","","","","2"
"51","Baylor","09/10/05","11","BELL","SHAWN","1","2","0","2","0","26","16","0","166","2","","27","168","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","09/17/05","11","BELL","SHAWN","3","14","2","12","0","30","20","2","205","1","","33","217","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/01/05","11","BELL","SHAWN","7","0","40","-40","0","45","25","0","222","1","","52","182","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/08/05","11","BELL","SHAWN","6","36","3","33","0","26","18","0","160","1","","32","193","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/15/05","11","BELL","SHAWN","5","5","32","-27","1","24","15","0","180","1","","29","153","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"51","Baylor","10/22/05","11","BELL","SHAWN","3","1","7","-6","0","44","20","0","228","3","0","47","222","","","","","","","","","","","","","","","","","","","","","2","1","","","","","","","","2"
"51","Baylor","10/29/05","11","BELL","SHAWN","5","10","1","9","0","21","13","2","127","0","","26","136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/12/05","11","BELL","SHAWN","2","2","1","1","0","29","18","0","206","2","","31","207","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/19/05","11","BELL","SHAWN","5","0","35","-35","0","35","22","0","272","1","","40","237","","","","","","","","","","1","20","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/19/05","32","CRAWFORD","DWAIN","","","","","","","","","","","","0","0","","","","1","6","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","09/03/05","47","DOTSON","DAMON","","","","","","","","","","","","0","0","1","13","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","09/10/05","47","DOTSON","DAMON","","","","","","","","","","","","0","0","1","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","09/17/05","88","FIELDS","J","","","","","","","","","","","","0","0","2","42","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/01/05","88","FIELDS","J","","","","","","","","","","","","0","0","2","24","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/08/05","88","FIELDS","J","","","","","","","","","","","","0","0","1","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/15/05","88","FIELDS","J","","","","","","","","","","","","0","0","1","9","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","09/10/05","16","HARPER","JAMAAL","","","","","","","","","","","","0","0","","","","","","","1","29","1","","","","","","","","","1","","","","","","","","","","","","6"
"51","Baylor","11/19/05","16","HARPER","JAMAAL","","","","","","","","","","","","0","0","","","","1","15","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","09/03/05","43","HAVENS","RYAN","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","2","2","0","0","","","","","3","2","","8"
"51","Baylor","09/10/05","43","HAVENS","RYAN","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","6","6","0","0","","","","","2","2","","12"
"51","Baylor","09/17/05","43","HAVENS","RYAN","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","2","2","0","0","","","","","3","2","","8"
"51","Baylor","10/01/05","43","HAVENS","RYAN","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","1","1","0","0","","","","","4","2","","7"
"51","Baylor","10/08/05","43","HAVENS","RYAN","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","2","2","0","0","","","","","3","3","","11"
"51","Baylor","10/15/05","43","HAVENS","RYAN","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","2","2","0","0","","","","","","","","2"
"51","Baylor","10/22/05","43","HAVENS","RYAN","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","2","1","0","0","","","","","1","1","","4"
"51","Baylor","10/29/05","43","HAVENS","RYAN","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","","0"
"51","Baylor","11/05/05","43","HAVENS","RYAN","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","","0"
"51","Baylor","11/12/05","43","HAVENS","RYAN","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","2","1","0","0","","","","","1","1","","4"
"51","Baylor","11/19/05","43","HAVENS","RYAN","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","5","5","0","0","","","","","4","3","","14"
"51","Baylor","09/10/05","25","JONES","JACOBY","9","48","0","48","0","","","","","","","9","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/05/05","25","JONES","JACOBY","3","9","0","9","0","","","","","","","3","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","09/17/05","15","LINGUIST","MAURICE","","","","","","","","","","","","0","0","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/19/05","81","MILLER","MIKE","","","","","","","","","","","","0","0","1","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","09/03/05","17","MOSLEY","PAUL","24","107","2","105","3","","","","","","","24","105","3","19","0","","","","","","","","","","","","","","","3","","","","","","","","","","","","18"
"51","Baylor","09/10/05","17","MOSLEY","PAUL","15","50","5","45","0","","","","","","","15","45","2","26","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"51","Baylor","09/17/05","17","MOSLEY","PAUL","16","77","0","77","0","","","","","","","16","77","2","7","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"51","Baylor","10/01/05","17","MOSLEY","PAUL","22","139","6","133","0","","","","","","","22","133","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/08/05","17","MOSLEY","PAUL","21","64","0","64","1","","","","","","","21","64","2","15","0","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"51","Baylor","10/15/05","17","MOSLEY","PAUL","9","25","2","23","0","","","","","","","9","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/22/05","17","MOSLEY","PAUL","14","53","1","52","0","","","","","","","14","52","1","21","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/29/05","17","MOSLEY","PAUL","18","66","0","66","0","","","","","","","18","66","1","6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/05/05","17","MOSLEY","PAUL","9","28","5","23","0","","","","","","","9","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/12/05","17","MOSLEY","PAUL","12","26","1","25","0","","","","","","","12","25","1","-4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/19/05","17","MOSLEY","PAUL","20","44","0","44","3","","","","","","","20","44","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","18"
"51","Baylor","09/10/05","5","PARKS","TERRANCE","4","19","8","11","0","4","3","0","72","1","","8","83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/15/05","5","PARKS","TERRANCE","1","1","0","1","0","6","2","2","22","0","","7","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/29/05","5","PARKS","TERRANCE","4","5","11","-6","0","17","8","1","77","0","","21","71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/05/05","5","PARKS","TERRANCE","9","30","16","14","0","23","10","2","89","0","","32","103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/12/05","5","PARKS","TERRANCE","9","9","37","-28","0","21","9","1","64","0","","30","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/19/05","5","PARKS","TERRANCE","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","1","0","0","","","","","","","","","","","","","0"
"51","Baylor","09/03/05","9","PAYNE","TREY","","","","","","","","","","","","0","0","5","35","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/22/05","9","PAYNE","TREY","","","","","","","","","","","","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","09/03/05","33","PIORKOWSKI","JON","","","","","","","","","","","","0","0","","","","","","","","","","","","1","0","0","","","","","","","","","","","","","","","","0"
"51","Baylor","09/10/05","28","PRICE","MARIO","3","11","1","10","0","","","","","","","3","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","09/17/05","28","PRICE","MARIO","2","7","0","7","0","","","","","","","2","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/05/05","28","PRICE","MARIO","1","17","0","17","0","","","","","","","1","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/01/05","99","ROBINSON","M.T.","","","","","","","","","","","","0","0","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","09/03/05","4","ROCHON","SHAUN","","","","","","","","","","","","0","0","5","52","0","","","","","","","","","2","-9","0","1","20","0","","","","","","","","","","","","","0"
"51","Baylor","09/10/05","4","ROCHON","SHAUN","","","","","","","","","","","","0","0","2","14","0","","","","","","","","","2","100","1","1","16","0","1","","","","","","","","","","","","6"
"51","Baylor","09/17/05","4","ROCHON","SHAUN","1","10","0","10","1","","","","","","","1","10","4","29","0","","","","","","","","","2","24","0","1","40","0","1","","","","","","","","","","","","6"
"51","Baylor","10/01/05","4","ROCHON","SHAUN","1","19","0","19","0","","","","","","","1","19","7","58","0","","","","","","","","","","","","1","32","0","","","","","","","","","","","","","0"
"51","Baylor","10/08/05","4","ROCHON","SHAUN","","","","","","","","","","","","0","0","5","21","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/15/05","4","ROCHON","SHAUN","","","","","","","","","","","","0","0","3","39","0","","","","","","","","","2","24","0","","","","","","","","","","","","","","","","0"
"51","Baylor","10/22/05","4","ROCHON","SHAUN","1","5","0","5","0","","","","","","","1","5","1","7","1","","","","","","","","","","","","3","131","1","2","","","","","","","","","","","","12"
"51","Baylor","10/29/05","4","ROCHON","SHAUN","","","","","","","","","","","","0","0","4","37","0","","","","","","","","","","","","1","7","0","","","","","","","","","","","","","0"
"51","Baylor","11/05/05","4","ROCHON","SHAUN","","","","","","","","","","","","0","0","1","13","0","","","","","","","","","","","","6","140","0","","","","","","","","","","","","","0"
"51","Baylor","11/12/05","4","ROCHON","SHAUN","","","","","","","","","","","","0","0","5","78","0","","","","","","","","","","","","3","81","0","","","","","","","","","","","","","0"
"51","Baylor","11/19/05","4","ROCHON","SHAUN","1","0","2","-2","0","","","","","","","1","-2","7","95","1","","","","","","","","","","","","3","81","0","1","","","","","","","","","","","","6"
"51","Baylor","09/03/05","37","SEPULVEDA","DANIEL","","","","","","","","","","","","0","0","","","","","","","","","","3","126","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","09/10/05","37","SEPULVEDA","DANIEL","","","","","","","","","","","","0","0","","","","","","","","","","5","255","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","09/17/05","37","SEPULVEDA","DANIEL","","","","","","","","","","","","0","0","","","","","","","","","","4","190","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/01/05","37","SEPULVEDA","DANIEL","","","","","","","","","","","","0","0","","","","","","","","","","4","170","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/08/05","37","SEPULVEDA","DANIEL","","","","","","","","","","","","0","0","","","","","","","","","","4","176","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/15/05","37","SEPULVEDA","DANIEL","","","","","","","","","","","","0","0","","","","","","","","","","5","223","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/22/05","37","SEPULVEDA","DANIEL","","","","","","","","","","","","0","0","","","","","","","","","","8","366","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/29/05","37","SEPULVEDA","DANIEL","","","","","","","","","","","","0","0","","","","","","","","","","6","253","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/05/05","37","SEPULVEDA","DANIEL","","","","","","","","","","","","0","0","","","","","","","","","","8","378","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/12/05","37","SEPULVEDA","DANIEL","","","","","","","","","","","","0","0","","","","","","","","","","9","416","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/19/05","37","SEPULVEDA","DANIEL","","","","","","","","","","","","0","0","","","","","","","","","","6","310","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","09/03/05","1","SHELTON","TRENT","","","","","","","","","","","","0","0","1","17","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","09/10/05","1","SHELTON","TRENT","","","","","","","","","","","","0","0","5","54","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","09/17/05","1","SHELTON","TRENT","","","","","","","","","","","","0","0","5","84","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/01/05","1","SHELTON","TRENT","","","","","","","","","","","","0","0","4","34","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"51","Baylor","10/08/05","1","SHELTON","TRENT","","","","","","","","","","","","0","0","3","16","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/15/05","1","SHELTON","TRENT","","","","","","","","","","","","0","0","3","65","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/22/05","1","SHELTON","TRENT","","","","","","","","","","","","0","0","6","52","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/29/05","1","SHELTON","TRENT","","","","","","","","","","","","0","0","3","59","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/05/05","1","SHELTON","TRENT","","","","","","","","","","","","0","0","2","11","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/12/05","1","SHELTON","TRENT","","","","","","","","","","","","0","0","5","48","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/19/05","1","SHELTON","TRENT","","","","","","","","","","","","0","0","2","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","09/03/05","24","SIMS","CARL","2","9","0","9","0","","","","","","","2","9","1","10","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/01/05","24","SIMS","CARL","2","15","0","15","0","","","","","","","2","15","1","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/08/05","24","SIMS","CARL","1","1","0","1","0","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/05/05","24","SIMS","CARL","","","","","","","","","","","","0","0","1","11","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/12/05","24","SIMS","CARL","","","","","","","","","","","","0","0","3","52","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"51","Baylor","09/03/05","85","SMITH","JASON","","","","","","","","","","","","0","0","1","31","0","","","","","","","","","","","","","","","","","","0","0","","","","","","","","0"
"51","Baylor","09/10/05","85","SMITH","JASON","","","","","","","","","","","","0","0","1","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/08/05","85","SMITH","JASON","","","","","","","","","","","","0","0","1","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/15/05","85","SMITH","JASON","","","","","","","","","","","","0","0","1","15","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/22/05","85","SMITH","JASON","","","","","","","","","","","","0","0","1","2","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"51","Baylor","11/12/05","85","SMITH","JASON","","","","","","","","","","","","0","0","1","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","09/10/05","26","TEASLEY","QUEITO","","","","","","","","","","","","0","0","1","11","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/29/05","26","TEASLEY","QUEITO","","","","","","","","","","","","0","0","2","25","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/12/05","26","TEASLEY","QUEITO","","","","","","","","","","","","0","0","1","9","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","11/19/05","26","TEASLEY","QUEITO","3","34","0","34","0","","","","","","","3","34","1","18","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","09/10/05","36","TODD","JAMES","","","","","","","","","","","","0","0","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/08/05","40","VANN","KEEGAN","","","","","","","","","","","","0","0","1","7","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"51","Baylor","10/15/05","40","VANN","KEEGAN","","","","","","","","","","","","0","0","1","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
