"Institution ID","Institution","Game Date","Uniform Number","Last Name","First Name","Rushing","","","","","Passing","","","","","","Total Off.","","Receiving","","","Pass Int","","","Fumble Ret","","","Punting","","Punt Ret","","","KO Ret","","","Total TD","Off xpts","","","","Def xpts","","","","FG","","Saf","Points"
"721","Air Force","10/07/06","5","CARNEY","SHAUN","16","57","22","35","0","19","9","0","119","1","","35","154","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/12/06","5","CARNEY","SHAUN","14","106","0","106","0","13","8","0","102","2","","27","208","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/21/06","5","CARNEY","SHAUN","21","91","15","76","0","7","4","1","47","0","","28","123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/28/06","5","CARNEY","SHAUN","10","61","11","50","1","6","2","1","16","0","","16","66","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","11/03/06","5","CARNEY","SHAUN","13","42","7","35","1","4","2","0","44","1","","17","79","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","11/11/06","5","CARNEY","SHAUN","15","54","12","42","0","17","14","0","205","2","","32","247","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/18/06","5","CARNEY","SHAUN","15","47","14","33","1","22","16","0","218","1","","37","251","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","11/24/06","5","CARNEY","SHAUN","13","41","3","38","1","18","10","0","211","4","","31","249","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","12/02/06","5","CARNEY","SHAUN","11","9","25","-16","0","10","4","1","44","0","","21","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/09/06","87","CARP","CHRISTOPHER","","","","","","","","","","","","0","0","","","","","","","","","","2","64","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/09/06","88","DEKKER","TRAVIS","","","","","","","","","","","","0","0","1","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/07/06","88","DEKKER","TRAVIS","","","","","","","","","","","","0","0","2","15","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","10/12/06","88","DEKKER","TRAVIS","","","","","","","","","","","","0","0","1","13","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/12/06","11","GIANNINI","BOBBY","","","","","","","","","","","","0","0","","","","1","16","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/09/06","1","HALL","CHAD","11","81","0","81","1","","","","","","","11","81","1","10","0","","","","","","","","","","","","","","","1","","","1","0","","","","","","","","6"
"721","Air Force","09/23/06","1","HALL","CHAD","20","122","0","122","1","","","","","","","20","122","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","09/30/06","1","HALL","CHAD","7","58","3","55","1","1","0","1","0","0","","8","55","1","14","0","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","10/07/06","1","HALL","CHAD","12","63","4","59","1","","","","","","","12","59","1","9","0","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","10/12/06","1","HALL","CHAD","25","104","2","102","0","","","","","","","25","102","1","11","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/21/06","1","HALL","CHAD","10","69","0","69","0","","","","","","","10","69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/28/06","1","HALL","CHAD","6","18","5","13","0","","","","","","","6","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/03/06","1","HALL","CHAD","16","95","2","93","1","","","","","","","16","93","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","11/11/06","1","HALL","CHAD","20","72","5","67","0","","","","","","","20","67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/18/06","1","HALL","CHAD","11","44","6","38","0","","","","","","","11","38","5","27","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/24/06","1","HALL","CHAD","11","58","0","58","0","","","","","","","11","58","2","46","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","12/02/06","1","HALL","CHAD","6","31","4","27","0","","","","","","","6","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/09/06","18","HANDLEY","JUSTIN","1","2","0","2","0","","","","","","","1","2","2","35","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/07/06","18","HANDLEY","JUSTIN","2","20","0","20","0","","","","","","","2","20","1","18","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/12/06","18","HANDLEY","JUSTIN","1","12","0","12","0","","","","","","","1","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/21/06","18","HANDLEY","JUSTIN","2","5","0","5","0","","","","","","","2","5","2","34","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/28/06","18","HANDLEY","JUSTIN","1","1","0","1","0","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/11/06","18","HANDLEY","JUSTIN","2","8","0","8","0","1","0","0","0","0","","3","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/18/06","18","HANDLEY","JUSTIN","3","12","0","12","0","","","","","","","3","12","1","11","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/23/06","8","KENDRICK","JACOBE","4","11","2","9","0","","","","","","","4","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/30/06","8","KENDRICK","JACOBE","1","24","0","24","0","","","","","","","1","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/07/06","8","KENDRICK","JACOBE","6","40","0","40","0","","","","","","","6","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/12/06","8","KENDRICK","JACOBE","7","31","0","31","1","","","","","","","7","31","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","10/21/06","8","KENDRICK","JACOBE","19","92","0","92","1","","","","","","","19","92","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","10/28/06","8","KENDRICK","JACOBE","14","58","0","58","0","","","","","","","14","58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/03/06","8","KENDRICK","JACOBE","10","41","0","41","0","","","","","","","10","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/11/06","8","KENDRICK","JACOBE","5","19","0","19","0","","","","","","","5","19","1","7","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","11/18/06","8","KENDRICK","JACOBE","3","14","0","14","0","","","","","","","3","14","1","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/24/06","8","KENDRICK","JACOBE","11","39","0","39","0","","","","","","","11","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","12/02/06","8","KENDRICK","JACOBE","4","17","0","17","0","","","","","","","4","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/24/06","72","KRAAY","ROBERT","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","2"
"721","Air Force","09/09/06","4","MADRID","JULIAN","","","","","","","","","","","","0","0","","","","1","12","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/30/06","4","MADRID","JULIAN","","","","","","","","","","","","0","0","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/30/06","17","MCCARTHY","KIP","1","4","0","4","0","","","","","","","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/07/06","17","MCCARTHY","KIP","2","6","0","6","0","","","","","","","2","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/12/06","17","MCCARTHY","KIP","2","11","0","11","0","","","","","","","2","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/21/06","17","MCCARTHY","KIP","3","19","0","19","0","","","","","","","3","19","","","","","","","","","","","","","","","2","29","0","","","","","","","","","","","","","0"
"721","Air Force","10/28/06","17","MCCARTHY","KIP","2","6","1","5","0","","","","","","","2","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/03/06","17","MCCARTHY","KIP","1","5","0","5","0","","","","","","","1","5","","","","","","","","","","","","","","","1","10","0","","","","","","","","","","","","","0"
"721","Air Force","11/11/06","17","MCCARTHY","KIP","2","10","0","10","0","","","","","","","2","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/11/06","12","MOFFETT","MIKE","","","","","","","","","","","","0","0","2","13","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/09/06","15","OLLIS","JIM","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","2","42","0","","","","","","","","","","","","","0"
"721","Air Force","09/23/06","15","OLLIS","JIM","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","1","16","0","","","","","","","","","","","","","0"
"721","Air Force","10/28/06","15","OLLIS","JIM","4","25","0","25","0","4","2","0","23","0","","8","48","","","","","","","","","","","","","","","2","31","0","","","","","","","","","","","","","0"
"721","Air Force","11/03/06","15","OLLIS","JIM","5","16","6","10","0","1","0","0","0","0","","6","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/11/06","15","OLLIS","JIM","1","6","0","6","0","1","0","0","0","0","","2","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","12/02/06","15","OLLIS","JIM","11","67","4","63","1","1","0","0","0","0","","12","63","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","09/09/06","19","PAFFETT","TY","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","1","17","0","","","","","","","","","","","","","0"
"721","Air Force","09/09/06","40","PEEPLES","SCOTT","2","4","0","4","0","","","","","","","2","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/23/06","40","PEEPLES","SCOTT","1","3","0","3","0","","","","","","","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/30/06","40","PEEPLES","SCOTT","11","33","0","33","0","","","","","","","11","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/12/06","40","PEEPLES","SCOTT","1","2","0","2","0","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/28/06","40","PEEPLES","SCOTT","4","13","0","13","0","","","","","","","4","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/03/06","40","PEEPLES","SCOTT","7","29","0","29","0","","","","","","","7","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","12/02/06","40","PEEPLES","SCOTT","2","4","0","4","0","","","","","","","2","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/03/06","9","RABOLD","JOHN","","","","","","","","","","","","0","0","","","","2","15","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/30/06","7","ROOT","MART","","","","","","","","","","","","0","0","1","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/07/06","7","ROOT","MART","","","","","","","","","","","","0","0","1","34","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/28/06","7","ROOT","MART","","","","","","","","","","","","0","0","1","16","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/03/06","7","ROOT","MART","","","","","","","","","","","","0","0","1","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/11/06","7","ROOT","MART","","","","","","","","","","","","0","0","5","110","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/18/06","7","ROOT","MART","","","","","","","","","","","","0","0","3","62","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/24/06","7","ROOT","MART","","","","","","","","","","","","0","0","4","82","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/03/06","39","RYBAK","GARRETT","","","","","","","","","","","","0","0","","","","1","25","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/24/06","39","RYBAK","GARRETT","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","0","0","1","0","","","","","","0"
"721","Air Force","09/09/06","47","SASSER","ZACH","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","3","3","0","0","","","","","1","1","","6"
"721","Air Force","09/23/06","47","SASSER","ZACH","","","","","","","","","","","","0","0","","","","","","","","","","3","118","","","","","","","","4","4","0","0","","","","","1","1","","7"
"721","Air Force","09/30/06","47","SASSER","ZACH","","","","","","","","","","","","0","0","","","","","","","","","","6","271","","","","","","","","3","3","0","0","","","","","1","1","","6"
"721","Air Force","10/07/06","47","SASSER","ZACH","","","","","","","","","","","","0","0","","","","","","","","","","5","230","","","","","","","","2","2","0","0","","","","","1","1","","5"
"721","Air Force","10/12/06","47","SASSER","ZACH","","","","","","","","","","","","0","0","","","","","","","","","","2","80","","","","","","","","3","3","0","0","","","","","2","1","","6"
"721","Air Force","10/21/06","47","SASSER","ZACH","","","","","","","","","","","","0","0","","","","","","","","","","2","76","","","","","","","","1","0","0","0","","","","","3","2","","6"
"721","Air Force","10/28/06","47","SASSER","ZACH","","","","","","","","","","","","0","0","","","","","","","","","","3","132","","","","","","","","2","2","0","0","","","","","","","","2"
"721","Air Force","11/03/06","47","SASSER","ZACH","","","","","","","","","","","","0","0","","","","","","","","","","3","104","","","","","","","","6","5","0","0","","","","","","","","5"
"721","Air Force","11/11/06","47","SASSER","ZACH","","","","","","","","","","","","0","0","","","","","","","","","","2","79","","","","","","","","2","2","0","0","","","","","2","1","","5"
"721","Air Force","11/18/06","47","SASSER","ZACH","","","","","","","","","","","","0","0","","","","","","","","","","5","199","","","","","","","","2","2","0","0","","","","","2","0","","2"
"721","Air Force","11/24/06","47","SASSER","ZACH","","","","","","","","","","","","0","0","","","","","","","","","","4","158","","","","","","","","4","4","0","0","","","","","1","1","","7"
"721","Air Force","12/02/06","47","SASSER","ZACH","1","0","9","-9","0","","","","","","","1","-9","","","","","","","","","","4","144","","","","","","","","2","2","0","0","","","","","","","","2"
"721","Air Force","09/09/06","24","SMITH","CHAD","4","47","3","44","0","","","","","","","4","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/23/06","24","SMITH","CHAD","3","10","0","10","0","","","","","","","3","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/30/06","24","SMITH","CHAD","1","8","0","8","0","","","","","","","1","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/07/06","24","SMITH","CHAD","1","9","0","9","0","","","","","","","1","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/12/06","24","SMITH","CHAD","2","0","2","-2","0","","","","","","","2","-2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/21/06","24","SMITH","CHAD","4","26","0","26","0","","","","","","","4","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/03/06","24","SMITH","CHAD","3","36","0","36","0","","","","","","","3","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/11/06","24","SMITH","CHAD","4","15","3","12","0","","","","","","","4","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/18/06","24","SMITH","CHAD","1","6","0","6","0","","","","","","","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/24/06","24","SMITH","CHAD","2","7","1","6","0","","","","","","","2","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","12/02/06","24","SMITH","CHAD","1","7","0","7","0","","","","","","","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/03/06","3","SMITH","NATHAN","","","","","","","","","","","","0","0","","","","1","2","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/03/06","14","SMITH","SHEA","1","4","0","4","0","","","","","","","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/09/06","22","SUDER","BEAU","","","","","","","","","","","","0","0","1","35","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/23/06","22","SUDER","BEAU","2","9","0","9","0","","","","","","","2","9","1","20","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","10/07/06","22","SUDER","BEAU","2","7","0","7","0","","","","","","","2","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/28/06","22","SUDER","BEAU","3","7","1","6","1","","","","","","","3","6","1","7","0","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","11/03/06","22","SUDER","BEAU","0","0","0","0","1","","","","","","","0","0","","","","","","","","","","","","","","","1","5","0","1","","","","","","","","","","","","6"
"721","Air Force","11/11/06","22","SUDER","BEAU","","","","","","","","","","","","0","0","3","44","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","11/18/06","22","SUDER","BEAU","","","","","","","","","","","","0","0","1","17","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/24/06","22","SUDER","BEAU","3","20","0","20","0","","","","","","","3","20","1","20","1","","","","","","","","","","","","1","22","0","1","","","","","","","","","","","","6"
"721","Air Force","10/12/06","6","SUTTON","CHRIS","","","","","","","","","","","","0","0","","","","1","-3","0","","","","","","3","40","0","","","","","","","","","","","","","","","","0"
"721","Air Force","10/21/06","6","SUTTON","CHRIS","","","","","","","","","","","","0","0","","","","","","","","","","","","2","24","0","","","","","","","","","","","","","","","","0"
"721","Air Force","11/03/06","6","SUTTON","CHRIS","","","","","","","","","","","","0","0","","","","","","","","","","","","1","4","0","1","5","0","","","","","","","","","","","","","0"
"721","Air Force","11/11/06","6","SUTTON","CHRIS","","","","","","","","","","","","0","0","","","","","","","","","","","","2","29","0","","","","","","","0","0","1","0","","","","","","0"
"721","Air Force","12/02/06","6","SUTTON","CHRIS","","","","","","","","","","","","0","0","","","","","","","","","","","","1","12","0","","","","","","","","","","","","","","","","0"
"721","Air Force","10/07/06","34","THOMAS","CHRIS","","","","","","","","","","","","0","0","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/03/06","34","THOMAS","CHRIS","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2"
"721","Air Force","11/11/06","34","THOMAS","CHRIS","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","2","34","0","","","","","","","","","","","","","0"
"721","Air Force","11/24/06","34","THOMAS","CHRIS","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","2","38","0","","","","","","","","","","","","","0"
"721","Air Force","12/02/06","34","THOMAS","CHRIS","","","","","","","","","","","","0","0","","","","","","","1","5","0","","","","","","5","135","0","","","","","","","","","","","","","0"
"721","Air Force","09/09/06","81","THOMPSON","VICTOR","","","","","","","","","","","","0","0","1","11","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/23/06","81","THOMPSON","VICTOR","","","","","","","","","","","","0","0","1","10","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/30/06","81","THOMPSON","VICTOR","1","8","0","8","0","","","","","","","1","8","1","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/07/06","81","THOMPSON","VICTOR","","","","","","","","","","","","0","0","2","29","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/12/06","81","THOMPSON","VICTOR","1","15","0","15","0","","","","","","","1","15","4","49","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","10/21/06","81","THOMPSON","VICTOR","1","0","3","-3","0","","","","","","","1","-3","1","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/28/06","81","THOMPSON","VICTOR","1","3","0","3","0","","","","","","","1","3","2","16","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/11/06","81","THOMPSON","VICTOR","1","1","0","1","0","","","","","","","1","1","2","24","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/18/06","81","THOMPSON","VICTOR","","","","","","","","","","","","0","0","5","99","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","11/24/06","81","THOMPSON","VICTOR","","","","","","","","","","","","0","0","2","29","2","","","","","","","","","","","","","","","2","","","","","","","","","","","","12"
"721","Air Force","12/02/06","81","THOMPSON","VICTOR","1","0","6","-6","0","","","","","","","1","-6","2","27","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/03/06","28","WELLS","CHARLES","1","4","0","4","0","","","","","","","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/11/06","28","WELLS","CHARLES","1","2","0","2","0","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/09/06","21","WILLIAMS","RYAN","16","99","1","98","2","","","","","","","16","98","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","12"
"721","Air Force","09/23/06","21","WILLIAMS","RYAN","13","47","0","47","0","","","","","","","13","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/30/06","21","WILLIAMS","RYAN","22","94","0","94","1","","","","","","","22","94","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","10/07/06","21","WILLIAMS","RYAN","5","17","0","17","0","","","","","","","5","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/12/06","21","WILLIAMS","RYAN","7","41","0","41","0","","","","","","","7","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/21/06","21","WILLIAMS","RYAN","5","13","0","13","0","","","","","","","5","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/28/06","21","WILLIAMS","RYAN","4","16","0","16","0","","","","","","","4","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/03/06","21","WILLIAMS","RYAN","4","6","0","6","1","","","","","","","4","6","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","11/11/06","21","WILLIAMS","RYAN","9","33","0","33","0","","","","","","","9","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/18/06","21","WILLIAMS","RYAN","8","14","1","13","0","","","","","","","8","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/24/06","21","WILLIAMS","RYAN","4","49","0","49","0","","","","","","","4","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","12/02/06","21","WILLIAMS","RYAN","5","15","0","15","0","","","","","","","5","15","1","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/03/06","10","ZANOTTI","ADAM","","","","","","","","","","","","0","0","","","","","","","1","98","1","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","12/02/06","10","ZANOTTI","ADAM","","","","","","","","","","","","0","0","","","","","","","","","","","","1","21","0","","","","","","","","","","","","","","","","0"
"5","Akron","09/02/06","28","ANDERSON","BRANDON","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","1","22","0","","","","","","","","","","","","","0"
"5","Akron","09/09/06","28","ANDERSON","BRANDON","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","2","37","0","","","","","","","","","","","","","0"
"5","Akron","09/16/06","28","ANDERSON","BRANDON","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","2","42","0","","","","","","","","","","","","","0"
"5","Akron","09/23/06","28","ANDERSON","BRANDON","","","","","","","","","","","","0","0","","","","1","4","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"5","Akron","10/28/06","28","ANDERSON","BRANDON","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","2","33","0","","","","","","","","","","","","","0"
